num,title
1167,Tobacco Control
586,Journal of Business Economics
417,Indian journal of agricultural economics
941,Research in transportation business and management
814,Macroeconomics and Finance in Emerging Market Economies
266,Emerging Markets Finance and Trade
875,Policy Studies Journal
325,European Review of Economic History
233,Economic Policy
804,Land Use Policy
377,Global Policy
991,Scandinavian Economic History Review
1116,The Journal of Internet Banking and Commerce
699,Journal of International Studies
743,Journal of Regional Science
1195,Urban Policy and Research
598,Journal of Comparative Economics
1137,The Pakistan Development Review
648,Journal of Environmental Studies and Sciences
1035,Structural Change and Economic Dynamics
440,"International Environmental Agreements: Politics, Law and Economics"
749,Journal of Rural Studies
567,Journal of Applied Economics
357,Frontiers of Economics in China
1213,World Politics
1182,Transportation Research Part A: Policy and Practice
1191,Urban Affairs Review
698,Journal of International Money and Finance
1198,Utilities Policy
581,Journal of Behavioral and Experimental Finance
1062,The Accounting Review
197,Development Southern Africa
659,Journal of Financial Econometrics
910,Public Administration Review
778,Journal of World Business
538,International Sociology
509,International Journal of Technology Management
1054,Technological Forecasting and Social Change
115,Borsa Istanbul Review
960,Review of Economics of the Household
934,Research Policy
721,Journal of Peasant Studies
1203,Water Resources and Economics
72,Applied Economics Letters
872,Perspectives on Politics
1046,Sustainability
996,Small Business Economics
818,Managerial Finance
75,Applied Geography
502,International Journal of Sociology and Social Policy
1107,The Journal of Developing Areas
588,Journal of Business Ethics
670,Journal of Forest Economics
480,International Journal of Health Economics and Management
560,Journal of Agricultural Extension
679,Journal of Housing and the Built Environment
14,Acta Oeconomica
1192,Urban Forum
425,Innovation in Aging
362,Geoforum
194,Demography
333,Experimental Economics
376,Global Journal of Emerging Market Economies
1156,The World Economy
47,American Journal of Agricultural Economics
1202,Water Policy
334,Explorations in Economic History
1131,The Journal of Technology Transfer
276,Entrepreneurship Theory and Practice
28,"African Journal of Science, Technology, Innovation and Development"
976,Review of World Economics
756,Journal of Socio-economics
1045,Survival
1083,The Energy Journal
140,Central European Journal of Operations Research
879,Political Behavior
375,Global Food Security
130,CESifo Economic Studies
458,International Journal of Disaster Risk Reduction
150,Chinese Geographical Science
1014,Socio-economic Planning Sciences
324,European Review of Agricultural Economics
577,Journal of Banking Regulation
229,Economic Geography
882,Political Science Research and Methods
1011,Society and Economy
1093,The Geographical Journal
315,European Journal of Risk Regulation
338,Finance and Stochastics
943,Resources Policy
999,Social History
685,Journal of Industrial Relations
559,Journal of Agricultural Economics
863,PSL Quarterly Review
611,Journal of Cultural Economy
395,Housing Policy Debate
85,Asia Pacific Journal of Tourism Research
1008,Social science research
101,Asian journal of agriculture and rural development
339,Finance: Theory and Practice
712,Journal of Mathematical Economics
1150,The Singapore Economic Review
940,Research in World Economy
755,Journal of Social Sciences
939,Research in Transportation Economics
153,Cities
166,Comparative Political Studies
578,Journal of Banking and Finance
512,International Journal of Trade and Global Markets
489,International Journal of Managerial Finance
701,Journal of Islamic Accounting and Business Research
255,"Economics, Management, and Financial Markets"
973,Review of Quantitative Finance and Accounting
622,Journal of Economic Dynamics and Control
845,New Political Economy
187,Current Issues in Tourism
73,Applied Economics Quarterly
656,Journal of Family and Economic Issues
600,Journal of Comparative Policy Analysis: Research and Practice
827,Mediterranean journal of social sciences
144,China Agricultural Economic Review
394,Hitotsubashi Journal of Economics
985,Russian Linguistics
431,International Advances in Economic Research
479,International Journal of Green Economics
370,Global Economic Review
242,Economica
1025,South Asian Journal of Macroeconomics and Public Finance
438,International Economics and Economic Policy
58,Annals of Financial Economics
1079,The Economic History Review
669,Journal of Forecasting
188,Current Opinion in Environmental Sustainability
225,Economic Change and Restructuring
463,International Journal of Economics and Business Administration
397,"Housing, Theory and Society"
1102,The International Trade Journal
288,Environmental Impact Assessment Review
958,Review of Economics and Finance
634,Journal of Economic Studies
668,Journal of Financial and Quantitative Analysis
1129,The Journal of Social Sciences Research
208,Eastern Economic Journal
847,Nonprofit and Voluntary Sector Quarterly
299,Eurasian Geography and Economics
570,Journal of Asian Economics
50,American Journal of Sociology
356,Frontiers in Sociology
767,Journal of Theoretical Politics
955,Review of Economic Dynamics
619,Journal of Econometrics
1172,Tourism Management Perspectives
388,Historia
563,Journal of Agriculture and Rural Development in the Tropics and Subtropics
786,Journal of the American Planning Association
671,Journal of Futures Markets
629,Journal of Economic Methodology
1063,The American Economic Review
663,Journal of Financial Markets
461,International Journal of Economic Policy in Emerging Economies
117,British Actuarial Journal
664,Journal of Financial Regulation and Compliance
736,Journal of Public Affairs
287,Environmental Economics and Policy Studies
931,Regional Studies
782,Journal of economic development
900,Problemos
802,Labour Economics
347,Food Policy
737,Journal of Public Economic Theory
482,International Journal of Housing Markets and Analysis
974,Review of Radical Political Economics
423,Information Technology for Development
1059,Telecommunications Policy
1208,World Bank Research Observer
627,Journal of Economic Issues
168,Competition and Regulation in Network Industries
651,Journal of European Public Policy
997,Social Choice and Welfare
667,Journal of Financial Stability
628,Journal of Economic Literature
449,International Journal of Central Banking
949,Review of Behavioral Finance
464,International Journal of Economics and Business Research
7,Academy of Strategic Management Journal
1138,The Political Quarterly
183,Critical Sociology
285,"Environment, Development and Sustainability"
198,Development and Change
1178,Transportation
1022,South African Journal of Economic and Management Sciences
911,Public Choice
291,Environmental development
891,Population and Development Review
1076,The British journal of sociology
136,Case Studies on Transport Policy
134,Canadian Studies in Population
725,Journal of Policy Modeling
839,National Tax Journal
889,Population Space and Place
487,International Journal of Islamic and Middle Eastern Finance and Management
1211,World Economy and International Relations
141,Cepal Review
302,European Actuarial Journal
697,Journal of International Migration and Integration
1181,Transportation Research Part A-policy and Practice
26,African Journal of Economic and Management Studies
704,Journal of Labor Research
775,Journal of Urban Management
222,Economic Affairs
1067,The American economic review
850,Nova Economia
273,"Energy, Sustainability and Society"
116,Brazilian Business Review
261,Ecosystem services
1003,Social Science History
327,European Sociological Review
155,Clean Technologies and Environmental Policy
961,Review of Environmental Economics and Policy
504,International Journal of Supply Chain Management
544,International journal of environmental and science education
693,Journal of International Development
1048,"Sustainability: Science, Practice and Policy"
720,Journal of Peace Research
61,Annals of economics and statistics
1142,The Review of Austrian Economics
342,Financial Innovation
715,"Journal of Money, Credit and Banking"
866,Panoeconomicus
784,Journal of international women's studies
69,Applied Econometrics and International Development
484,International Journal of Industrial Organization
1151,The Social Science Journal
163,Comparative Economic Studies
268,Empirica
1005,Social Sciences
392,History of Economic Thought and Policy
894,Portuguese Economic Journal
238,Economic and Industrial Democracy
129,Business and Politics
156,Climate Change Economics
897,Poverty & Public Policy
142,Child Indicators Research
631,Journal of Economic Policy Reform
346,Fiscal Studies
780,Journal of World-Systems Research
1101,The International Spectator
856,Operations Research and Decisions
1000,Social Inclusion
912,Public Finance Quarterly
209,Eastern European Economics
592,Journal of Chinese Economic and Business Studies
1201,Water Economics and Policy
1196,Urban Studies
76,Applied Mathematical Finance
1070,The Antitrust Bulletin
396,Housing Studies
801,Labor Studies Journal
401,IMF Economic Review
734,Journal of Productivity Analysis
237,Economic Theory
539,International Studies Quarterly
399,IDS Bulletin
384,Habitat International
692,"Journal of International Commerce, Economics and Policy"
178,Contributions to Management Science
566,Journal of Applied Econometrics
514,International Journal of Urban Sustainable Development
246,Economics and Business Letters
371,Global Economy Journal
230,Economic History of Developing Regions
231,Economic Inquiry
304,European Business Organization Law Review
1023,South African Journal of Economics
637,Journal of Economics and Economic Education Research
557,Journal of African Economies
680,Journal of Human Capital
272,Energy research and social science
20,Advances in Accounting
43,American Economic Journal: Economic Policy
241,Economic and Social Review
607,Journal of Contemporary China
419,Industrial and Corporate Change
219,Econometrics and Statistics
803,Land Economics
1158,The journal of real estate portfolio management
938,Research in Social Stratification and Mobility
15,Acta Sociologica
1052,Synthese
271,Energy for Sustainable Development
967,Review of International Political Economy
102,Atlantic Economic Journal
530,International Review of Economics
531,International Review of Economics Education
1032,Statistical journal of the IAOS
1006,Social Sciences in China
146,China Economic Review
118,British Food Journal
793,Journal of the Operational Research Society
212,Ecological Economics
1029,Spatial Economic Analysis
1155,The World Bank Economic Review
1072,The Australasian Journal of Regional Studies
665,Journal of Financial Research
284,Environment and Urbanization Asia
966,Review of Industrial Organization
363,Geographical Research
892,Population and Economics
416,Indian Journal of Human Development
495,International Journal of Production Economics
989,Safety Science
306,European Countryside
719,Journal of Optimization Theory and Applications
543,International journal of disaster risk reduction
846,New Zealand Economic Papers
677,Journal of Happiness Studies
90,Asian Academy of Management Journal of Accounting and Finance
203,Dynamic Games and Applications
582,Journal of Benefit-Cost Analysis
281,Environment and Planning B: Urban Analytics and City Science
216,Econometric Theory
789,Journal of the Association of Environmental and Resource Economists
828,Middle East Development Journal
524,International Organization
269,Empirical Economics
398,Human Ecology
226,Economic Computation and Economic Cybernetics Studies and Research
860,Oxford Development Studies
160,Cogent Social Sciences
300,Europe-Asia Studies
516,International Journal of Water Resources Development
1164,Third World Quarterly
700,Journal of International and Comparative Social Policy
1053,TOP
727,Journal of Political Economy
295,Estudios De Economia
1047,Sustainability Science
359,Games
760,Journal of Statistical Mechanics: Theory and Experiment
410,India Quarterly
597,Journal of Community Positive Practices
320,European Planning Studies
335,FIIB Business Review
971,Review of Pacific Basin Financial Markets and Policies
643,Journal of Empirical Finance
613,Journal of Developing Societies
956,Review of Economic Perspectives
217,Econometrica
381,Governance
702,"Journal of Islamic Economics, Banking and Finance"
1040,Studies in Higher Education
67,Antipode
545,Intertax
354,Forum for Social Economics
921,Quarterly Journal of Economics
94,Asian Economic Papers
986,SAGE Open
70,Applied Economic Perspectives and Policy
138,Cato Journal
236,Economic Systems Research
1074,The B.E. Journal of Theoretical Economics
448,International Journal of Business and Society
1089,The European Journal of the History of Economic Thought
696,"Journal of International Financial Markets, Institutions and Money"
243,Economics
1127,The Journal of Retirement
947,Review of Accounting Studies
1184,Transportation Research Part D: Transport and Environment
491,International Journal of Monetary Economics and Finance
995,Scientometrics
1173,Town Planning Review
1210,World Development Perspectives
45,American Economic Journal: Microeconomics
475,International Journal of Financial Studies
1061,The ANNALS of the American Academy of Political and Social Science
610,Journal of Cultural Economics
1051,Swiss Journal of Economics and Statistics
476,International Journal of Forecasting
383,HSE Economic Journal
1162,Theory and Decision
878,Political Analysis
834,Montenegrin journal of economics
963,Review of Finance
641,"Journal of Elections, Public Opinion and Parties"
345,Finanzarchiv
88,Asia-Pacific Journal of Regional Science
311,European Journal of Law and Economics
650,Journal of European Integration
500,International Journal of Social Economics
621,Journal of Economic Cooperation and Development
722,Journal of Pension Economics and Finance
615,Journal of Development Effectiveness
372,Global Environmental Change
859,Organization Studies
579,Journal of Behavioral Finance
1019,Sociological Science
733,Journal of Poverty
215,Econometric Reviews
240,Economic and Political Weekly
181,Critical Review
753,Journal of Social Entrepreneurship
95,Asian Economic and Financial Review
44,American Economic Journal: Macroeconomics
506,International Journal of Sustainable Economy
113,Berkeley Planning Journal
832,Modern Asian Studies
978,Revista Brasileira De Economia
143,Children and Youth Services Review
41,American Book Review
96,Asian Journal of Technology Innovation
42,American Economic Journal: Applied Economics
571,"Journal of Asian Finance, Economics and Business"
1002,Social Policy and Society
726,Journal of Political Ecology
66,Annual Review of Resource Economics
930,Regional Science and Urban Economics
988,SSM - Population Health
507,International Journal of Sustainable Transportation
517,International Journal of the Economics of Business
1161,Theoretical Economics
790,Journal of the European Economic Association
654,Journal of Evolutionary Economics
434,International Business Review
455,International Journal of Consumer Studies
467,International Journal of Educational Development
564,Journal of Air Transport Management
1091,The Geneva Papers on Risk and Insurance - Issues and Practice
883,Political Studies
228,Economic Development and Cultural Change
68,Applied Econometrics
151,Chinese Journal of Population Resources and Environment
762,Journal of Sustainable Forestry
1147,The Round Table
777,Journal of Wine Economics
442,International Forestry Review
312,European Journal of Political Economy
959,Review of Economics and Statistics
282,Environment and Planning C: Government and Policy
355,Frontiers in Psychology
638,Journal of Economics and Finance
584,Journal of Borderlands Studies
249,Economics and human biology
632,Journal of Economic Psychology
522,International Migration Review
763,Journal of Sustainable Tourism
565,Journal of Applied Business Research
145,China Economic Journal
74,Applied Financial Economics
1030,Spatial Economics
635,Journal of Economic Theory and Econometrics
1050,Sustainable Development
124,Business History
81,Artificial Intelligence
835,Monthly Labor Review
1004,Social Science Quarterly
443,International Gambling Studies
24,African Geographical Review
1100,The International Journal of the Commons
1103,The Journal of Agricultural Education and Extension
533,International Review of Law and Economics
975,Review of Social Economy
1058,Technovation
170,Computational Management Science
626,Journal of Economic Interaction and Coordination
750,Journal of Rural and Development
523,International Organisations Research Journal
462,International Journal of Economic Theory
890,Population Studies
678,Journal of Housing Economics
968,Review of Keynesian Economics
496,International Journal of Production Research
913,Public Finance Review
542,International journal of business
686,Journal of Industrial and Management Optimization
825,Measurement
742,Journal of Real Estate Research
105,Australian Journal of Agricultural and Resource Economics
906,Progress in Human Geography
1121,The Journal of Peasant Studies
52,American Politics Research
838,National Institute Economic Review
1214,"World Review of Entrepreneurship, Management and Sustainable Development"
483,International Journal of Housing Policy
964,Review of Financial Economics
661,Journal of Financial Economics
990,Scandinavian Actuarial Journal
857,Optimization
218,Econometrics
1109,The Journal of Economic Education
1106,The Journal of Derivatives
844,New Medit
920,Quarterly Journal of Austrian Economics
5,Academy of Entrepreneurship Journal
318,European Journal of Sustainable Development
833,Moneta e Credito
167,Comparative Sociology
36,Agricultural and Resource Economics Review
199,Development in Practice
433,International Business Management
609,Journal of Corporate Finance
1065,The American Journal of Economics and Sociology
1086,The European Journal of Development Research
568,Journal of Applied Statistics
902,Problems and perspectives in management
192,Defence and Peace Economics
766,Journal of The Japanese and International Economies
510,International Journal of Theoretical and Applied Finance
532,International Review of Financial Analysis
1154,The Urban Book Series
100,Asian and Pacific Migration Journal
981,Risks
769,Journal of Transport Economics and Policy
735,Journal of Property Research
29,Ageing and Society
51,American Political Science Review
227,Economic Development Quarterly
1028,Southern Economic Journal
534,International Review of Management and Marketing
293,Equilibrium. Quarterly Journal of Economics and Economic Policy
404,IZA Journal of European Labor Studies
798,Judgment and Decision Making
1123,The Journal of Portfolio Management
403,IZA Journal of Development and Migration
1017,Sociologia Ruralis
1078,The Chinese Economy
466,International Journal of Education Economics and Development
794,Journal of the Royal Statistical Society: Series A (Statistics in Society)
78,Applied Spatial Analysis and Policy
932,"Regional Studies, Regional Science"
432,International Affairs
800,Labor History
99,Asian Survey
909,Public Administration
880,Political Geography
279,Environment and Planning A
350,Foreign Affairs
23,African Development Review
601,Journal of Competition Law and Economics
382,Group Decision and Negotiation
1193,Urban Geography
852,Oeconomia Copernicana
815,Management Science
962,Review of European Studies
772,Journal of Travel Research
1110,The Journal of Economic History
1168,Tourism Analysis
468,International Journal of Emerging Markets
521,International Migration
83,Asia Pacific Business Review
501,International Journal of Social Welfare
326,European Societies
457,International Journal of Development Issues
540,International Studies Review
518,International Journal on Food System Dynamics
139,Central Bank Review
904,Production and Operations Management
796,Journal of the Transportation Research Forum
983,Rural Sociology
927,Redes
558,Journal of Agrarian Change
415,Indian Journal of Finance
741,Journal of Real Estate Literature
829,Migration Letters
723,Journal of Planning Education and Research
420,Industry and Innovation
25,African Journal of Agricultural and Resource Economics
22,Aestimum
819,Managerial and Decision Economics
211,Eastern-European Journal of Enterprise Technologies
1015,Socio-economic Review
954,Review of Economic Design
807,Latin American Economic Review
862,Oxford Review of Economic Policy
260,Ecosystem Services
1141,The RAND Journal of Economics
344,Financial Markets and Portfolio Management
87,Asia-Pacific Journal of Financial Studies
893,Population and Environment
30,Agenda
21,Advances in Life Course Research
330,European Urban and Regional Studies
690,Journal of Interdisciplinary History
1165,Thunderbird International Business Review
1175,Transnational Corporations Review
1036,Studies in Agricultural Economics
481,International Journal of Hospitality Management
1088,The European Journal of Health Economics
1144,The Review of Economic Studies
137,Case studies on transport policy
823,Mathematical Methods of Operations Research
630,Journal of Economic Perspectives
1119,The Journal of Legal Studies
186,Current History
202,Dissent
575,Journal of Australian Political Economy
992,Science and Public Policy
740,Journal of Quantitative Economics
441,International Finance
1216,World Trade Review
923,RSF
1124,The Journal of Private Equity
1134,The Korean Economic Review
292,Environmental innovation and societal transitions
221,Economia Politica
340,Financial Analysts Journal
393,History of Political Economy
1160,The journal of world investment and trade
644,Journal of Entrepreneurship and Public Policy
439,International Entrepreneurship and Management Journal
32,Agribusiness
128,Business and Economic Horizons
1090,The Extractive Industries and Society
296,Ethnic and Racial Studies
1118,The Journal of Law and Economics
647,Journal of Environmental Planning and Management
298,Eurasian Economic Review
494,International Journal of Political Economy
709,Journal of Management
824,Mathematics and Financial Economics
305,European Competition Journal
561,Journal of Agricultural and Environmental Ethics
379,Global Trade and Customs Journal
407,IZA Journal of Migration
672,Journal of Gambling Studies
267,Emerging Markets Review
687,"Journal of Industry, Competition and Trade"
409,Impact Assessment and Project Appraisal
164,Comparative European Politics
1139,The Professional Geographer
175,Contemporary Accounting Research
123,Business Ethics Quarterly
1126,The Journal of Regional Analysis and Policy
147,China Finance Review International
368,Global Business Review
717,Journal of Multinational Financial Management
35,Agricultural and Food Economics
602,Journal of Conflict Resolution
214,Econ Journal Watch
190,De Economist
810,Letters in Spatial and Resource Sciences
604,Journal of Consumer Policy
633,Journal of Economic Structures
313,European Journal of Political Research
1024,South Asia Economic Journal
918,Quantitative Economics
950,Review of Derivatives Research
429,Intellectual economics
660,Journal of Financial Economic Policy
62,Annals of the American Association of Geographers
418,Indonesian Journal of Geography
1115,The Journal of Index Investing
114,Boletin De La Asociacion De Geografos Espanoles
437,International Economics
16,Actuel Marx
907,Progress in geography
447,International Journal of Business and Globalisation
942,Resources Conservation and Recycling
470,International Journal of Energy Sector Management
316,European Journal of Social Security
162,Comparative Economic Research
895,Post-Communist Economies
666,Journal of Financial Services Research
82,Asia Europe Journal
837,NBER Macroeconomics Annual
887,Population
1034,Strategic Change
235,Economic Systems
599,Journal of Comparative Family Studies
328,European Transport Research Review
605,Journal of Contemporary African Studies
1117,The Journal of Investing
580,Journal of Behavioral and Experimental Economics
1171,Tourism Management
1021,Socius
603,Journal of Consumer Affairs
161,Cognitive Science
1084,The Engineering Economics
257,Economy and Society
1186,Transylvanian Review
445,International Journal of Agricultural Sustainability
478,International Journal of Geographical Information Science
204,E-Journal of international and comparative labour studies
1099,The International Journal of Microsimulation
899,Problemas del Desarrollo
662,Journal of Financial Intermediation
855,Operational Research
498,International Journal of Public Policy
993,Science and innovation
867,Papers in Regional Science
283,Environment and Planning C: Politics and Space
752,Journal of Small Business Management
1177,Transport Reviews
428,Insurance: Mathematics and Economics
91,Asian Affairs
1205,Womens Studies International Forum
158,Climate and Development
374,Global Finance Journal
1071,The Australasian Accounting Business and Finance Journal
816,Management Science Letters
2,Ab Imperio
341,Financial History Review
421,Information Development
234,Economic Record
274,Enterprise Development and Microfinance
822,Mathematical Finance
970,Review of Network Economics
608,Journal of Contemporary European Studies
924,RUDN Journal of Russian History
46,American Economic Review
444,International Interactions
54,Anatolia
528,International Regional Science Review
933,Regional and Sectoral Economic Studies
424,Innovation and Development
809,Law and Financial Markets Review
869,Party Politics
751,Journal of Security and Sustainability Issues
948,Review of African Political Economy
640,Journal of Educational and Social Research
309,European Journal of Economics and Economic Policies: Intervention
624,Journal of Economic Growth
1037,Studies in Business and Economics
1016,Sociologia
122,Business Economics
473,International Journal of Environmental Studies
848,Nordic Journal of Working Life Studies
536,International Review of Sociology
849,North American Actuarial Journal
171,Computers and Composition
757,Journal of South Asian Development
707,Journal of Macroeconomics
1018,Sociological Perspectives
795,Journal of the Royal Statistical Society: Series C (Applied Statistics)
831,Mineral Economics
196,Development
519,International Labor and Working-Class History
435,International Development Planning Review
406,IZA Journal of Labor Policy
460,International Journal of Ecological Economics and Statistics
1020,Sociology
488,International Journal of Law and Management
826,Mediterranean Journal of Social Sciences
1098,The International Journal of Management
405,IZA Journal of Labor Economics
206,ECONOMICS
109,Baltic region
1207,"Work, Employment and Society"
552,Journal of Accounting and Economics
310,European Journal of Industrial Relations
842,Nature Human Behaviour
308,European Journal of Comparative Economics
553,Journal of Accounting and Public Policy
684,Journal of Industrial Ecology
1111,The Journal of Economic Inequality
92,Asian Development Review
1027,South European Society and Politics
797,Journal of transport and health
93,Asian Economic Journal
1039,Studies in Economics and Finance
1120,The Journal of Men's Studies
1132,The Journal of Wealth Management
1197,Urban Water Journal
201,Disasters
11,Accounting and Business Research
289,Environmental Politics
471,International Journal of Entrepreneurship
220,Economia Aplicada
541,International Tax and Public Finance
380,Globalizations
1105,The Journal of Alternative Investments
1026,South East European Journal of Economics and Business
1166,Tijdschrift voor economische en sociale geografie
774,Journal of Urban Economics
745,Journal of Revenue and Pricing Management
714,Journal of Money Laundering Control
513,International Journal of Urban Sciences
247,Economics and Philosophy
173,Constitutional Political Economy
768,Journal of Time Series Analysis
888,Population Research and Policy Review
917,Publishing Research Quarterly
612,Journal of Demographic Economics
1096,The International Food and Agribusiness Management Review
184,Critique
1199,Venture Capital
555,Journal of Advanced Transportation
386,Harvard international review
861,Oxford Economic Papers
758,Journal of Sports Economics
594,Journal of Chinese Political Science
689,Journal of Interdisciplinary Economics
843,Nature Sustainability
106,Australian Journal of Management
1114,The Journal of Human Resources
195,Developing Economies
10,Accounting Horizons
901,Problems and Perspectives in Management
1146,The Review of Regional Studies
317,European Journal of Social Work
821,Marine Resource Economics
332,Evaluation and program planning
871,Perspectives on Global Development and Technology
1068,The Annals of Applied Statistics
503,International Journal of Strategic Property Management
806,Latin American Business Review
1180,Transportation Planning and Technology
674,Journal of Global Optimization
1095,The Indian Journal of Labour Economics
946,Rethinking Marxism
1170,Tourism Geographies
1163,Theory and Society
452,International Journal of Comparative Sociology
1215,World Review of Political Economy
535,International Review of Social History
89,Asia-Pacific Journal of Rural Development
625,Journal of Economic Integration
64,Annual Review of Economics
873,Planning Perspectives
617,Journal of Developmental Entrepreneurship
1066,The American Review of Public Administration
748,Journal of Risk and Uncertainty
505,International Journal of Sustainable Development and Planning
710,Journal of Management Accounting Research
453,International Journal of Computational Economics and Econometrics
1130,The Journal of Structured Finance
1188,Travel behaviour and society
1128,The Journal of Risk Finance
364,Geography Compass
732,Journal of Post Keynesian Economics
294,Erasmus Journal of Philosophy and Economics
451,International Journal of Communication
223,Economic Alternatives
884,Political Studies Review
1204,Wirtschaftsdienst
53,American Sociological Review
252,Economics of Governance
40,American Behavioral Scientist
676,Journal of Governance and Regulation
1075,The British Journal of Politics and International Relations
868,Partecipazione e Conflitto
905,Progress in Development Studies
1012,Socio-Economic Planning Sciences
546,Investigacion Economica
148,China Journal of Accounting Studies
412,Indian Economic Review
675,Journal of Globalization and Development
446,International Journal of Business Innovation and Research
239,Economic and Political Studies
858,Optimization Letters
1056,Technology and Culture
48,American Journal of Human Biology
572,Journal of Asian Public Policy
1157,The journal of economic asymmetries
811,Local Environment
1200,Voprosy Ekonomiki
874,Policy Studies
646,Journal of Environmental Economics and Policy
969,Review of Managerial Science
107,Australian Planner
683,Journal of Indonesian Economy and Business
691,Journal of International Business Studies
321,European Political Science Review
77,Applied Research in Quality of Life
1179,Transportation Letters
127,Business Strategy and The Environment
765,Journal of Tax Reform
125,Business History Review
922,Quarterly Journal of Political Science
1007,Social Service Review
200,Dialogues in Human Geography
248,Economics and Policy of Energy and the Environment
1143,The Review of Black Political Economy
658,Journal of Financial Crime
718,"Journal of Open Innovation: Technology, Market, and Complexity"
682,Journal of Income Distribution®
176,Contemporary South Asia
903,Problems of Post-Communism
1077,The China Quarterly
957,Review of Economics
454,International Journal of Construction Management
